Data Supplied By: National Livestock Reporting Service
Data source: National Livestock Reporting Service

Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/

Saleyard: Not Selected
Report Date: 
Comparison Date: Date not set
Please complete selections
Commentary


Category,Weight Range,Sale Prefix,Muscle Score,Fat Score,Head Count,Head Change,Min Lwt c/kg,Max Lwt c/kg,Avg Lwt c/kg,Avg Lwt Change,Min Cwt c/kg,Max Cwt c/kg,Avg Cwt c/kg,Min $/Head,Max $/Head,Avg $/Head
Yearling Steer,200-280,Feeder,C,2,35,1,340.0,442.0,409.3142857142857,14.0,653.8,850.0,787.1,795.6,1237.6,1089.4045479910715
Yearling Steer,200-280,Restocker,C,2,262,235,352.0,460.0,410.0648854961832,7.7,676.9,884.6,788.6,774.4,1153.4,976.2959152105201
Yearling Steer,200-280,Restocker,C,3,5,NQ,350.0,350.0,350,NQ,673.1,673.1,673.1,875.0,875.0,875
Yearling Steer,200-280,Restocker,D,2,15,10,300.0,320.0,317.3333333333333,22.3,576.9,615.4,610.3,756.0,809.6,802.4533203125
Yearling Steer,280-330,Feeder,C,2,105,74,314.0,450.0,423.5809523809524,80.2,603.8,865.4,813.2,942.0,1446.5,1349.586486235119
Yearling Steer,280-330,Restocker,C,2,236,169,360.0,446.0,415.54237288135596,39.2,692.3,857.7,799.1,1090.4,1399.2,1268.4993420617054
Yearling Steer,280-330,Restocker,C,3,9,NQ,394.0,394.0,394,NQ,729.6,729.6,729.6,1252.9,1252.9,1252.9200303819443
Yearling Steer,280-330,Restocker,D,2,12,2,344.0,362.0,354.5,44.5,661.5,696.2,681.7,1001.0,1060.7,1035.8183186848958
Yearling Steer,330-400,Feeder,C,2,270,44,351.0,420.0,406.4925925925926,25.6,675.0,812.0,782.9,1368.9,1591.4,1520.2808883101852
Yearling Steer,330-400,Feeder,C,3,25,-48,360.0,412.0,393.8,-4.8,666.7,792.3,752.2,1213.2,1557.4,1435.626015625
Yearling Steer,330-400,Feeder,D,2,9,NQ,300.0,310.0,302.22222222222223,NQ,576.9,596.2,581.2,1020.0,1147.0,1048.2222222222222
Yearling Steer,330-400,Restocker,C,2,68,63,322.0,442.0,376.1764705882353,46.2,619.2,850.0,713.9,1107.7,1530.0,1351.691183651195
Yearling Steer,330-400,Restocker,C,3,9,NQ,384.0,384.0,384,NQ,711.1,711.1,711.1,1294.1,1294.1,1294.0799696180557
Yearling Steer,330-400,Restocker,D,2,8,NQ,240.0,356.0,319,NQ,461.5,684.6,613.5,880.8,1424.0,1229.469985961914
Yearling Steer,400+,Feeder,C,2,451,-227,320.0,424.0,404.37250554323725,19.5,615.4,815.4,778.5,1459.6,2271.5,1824.8612761571508
Yearling Steer,400+,Feeder,C,3,59,-142,372.0,423.0,412.3220338983051,59.1,701.9,798.1,778.0,1506.6,1948.8,1783.2925384004238
Yearling Steer,400+,Processor,C,3,2,-42,405.0,405.0,405,19.9,723.2,723.2,723.2,1964.3,1964.3,1964.25
Yearling Steer,400+,Processor,D,2,4,3,320.0,320.0,320,50.0,615.4,615.4,615.4,1360.0,1360.0,1360
Yearling Heifer,0-200,Restocker,D,2,1,NQ,220.0,220.0,220,NQ,440.0,440.0,440.0,407.0,407.0,407
Yearling Heifer,200-280,Restocker,C,2,116,58,324.0,352.0,340.4310344827586,84.4,638.5,692.0,670.2,751.7,944.6,847.3746674636315
Yearling Heifer,280-330,Feeder,C,2,42,-72,340.0,345.0,342.14285714285717,54.8,653.8,663.5,658.0,1083.3,1122.0,1097.6428687686011
Yearling Heifer,280-330,Restocker,C,2,57,50,300.0,344.0,335.57894736842104,54.2,576.9,688.0,654.8,915.2,1076.7,1024.1901726973683
Yearling Heifer,330-400,Feeder,C,2,212,-124,326.0,368.0,353.60377358490564,38.6,611.1,707.7,676.7,1150.8,1431.1,1295.3579470076652
Yearling Heifer,330-400,Feeder,D,2,2,-30,294.0,294.0,294,26.5,554.7,554.7,554.7,1064.3,1064.3,1064.280029296875
Yearling Heifer,330-400,Restocker,C,2,32,-40,285.0,360.0,331.5625,10.6,548.1,679.2,640.5,977.5,1299.6,1187.7868576049805
Yearling Heifer,330-400,Restocker,D,2,5,-9,280.0,280.0,280,35.0,560.0,560.0,560.0,1097.6,1097.6,1097.6
Yearling Heifer,400+,Feeder,C,2,332,-11,310.0,374.0,348.93975903614455,13.8,584.9,692.6,662.7,1359.6,1780.2,1460.6833731410015
Yearling Heifer,400+,Processor,C,3,216,107,320.0,408.0,362.4953703703704,4.5,603.8,755.6,679.7,1286.4,1954.2,1651.5888524938512
Yearling Heifer,400+,Processor,D,2,5,NQ,310.0,310.0,310,NQ,596.2,596.2,596.2,1435.3,1435.3,1435.3
Yearling Heifer,400+,Restocker,C,2,22,NQ,355.0,355.0,355,NQ,682.7,682.7,682.7,1498.1,1498.1,1498.0999644886363
Vealer Steer,330+,Processor,C,3,7,-1,350.0,370.0,367.14285714285717,23.1,648.1,660.7,658.9,1347.5,1376.4,1372.271484375
Vealer Heifer,200-280,Restocker,C,2,38,34,346.0,356.0,350.2105263157895,52.2,692.0,712.0,700.4,747.4,986.1,835.1494654605264
Vealer Heifer,280-330,Feeder,C,2,39,NQ,330.0,350.0,341.28205128205127,NQ,634.6,673.1,656.3,960.3,1018.5,993.1307592147435
Vealer Heifer,280-330,Processor,B,2,7,NQ,378.0,378.0,378,NQ,675.0,675.0,675.0,1209.6,1209.6,1209.6000279017858
Vealer Heifer,280-330,Processor,C,2,8,NQ,360.0,360.0,360,NQ,666.7,666.7,666.7,1108.8,1108.8,1108.800048828125
Vealer Heifer,330+,Processor,B,2,1,NQ,382.0,382.0,382,NQ,682.1,682.1,682.1,1520.4,1520.4,1520.3599853515625
Vealer Heifer,330+,Processor,C,3,15,NQ,350.0,350.0,350,NQ,700.0,700.0,700.0,1190.0,1190.0,1190
Manufacturing Steer,0-540,Processor,D,2,7,NQ,210.0,210.0,210,NQ,420.0,420.0,420.0,672.0,672.0,672
Manufacturing Steer,540+,Dairy,D,2,3,NQ,300.0,300.0,300,NQ,600.0,600.0,600.0,1695.0,1695.0,1695
Grown Steer,0-400,Feeder,C,2,7,NQ,362.0,362.0,362,NQ,696.2,696.2,696.2,1230.8,1230.8,1230.800083705357
Grown Steer,400-500,Feeder,C,2,4,NQ,300.0,346.0,334.5,NQ,576.9,665.4,643.3,1335.0,1719.6,1623.4649658203125
Grown Steer,500-600,Feeder,C,3,204,67,365.0,418.0,404.87254901960785,16.2,685.2,788.7,762.1,1828.7,2406.7,2131.2238817401962
Grown Steer,500-600,Processor,C,3,67,-127,330.0,406.0,379.1641791044776,-4.1,622.6,751.9,701.6,1798.5,2293.9,2051.177880130597
Grown Steer,500-600,Processor,C,4,1,-61,355.0,355.0,355,-39.4,682.7,682.7,682.7,2130.0,2130.0,2130
Grown Steer,600-750,Feeder,C,4,7,NQ,398.0,398.0,398,NQ,737.0,737.0,737.0,2786.0,2786.0,2786
Grown Steer,600-750,Processor,C,4,75,-12,370.0,408.0,395.3066666666667,8.4,685.2,756.6,738.9,2374.4,2800.0,2541.1398958333334
Grown Heifer,0-540,Live Export,C,4,22,NQ,390.0,390.0,390,NQ,735.8,735.8,735.8,2098.2,2098.2,2098.1999289772725
Grown Heifer,0-540,Processor,C,3,23,NQ,330.0,345.0,340.6521739130435,NQ,622.6,650.9,642.7,1564.0,1718.1,1666.2739470108695
Grown Heifer,0-540,Processor,C,4,106,56,300.0,396.0,369.77358490566036,-16.0,566.0,747.2,693.5,1481.9,2102.8,1893.8992159861439
Grown Heifer,0-540,Processor,D,3,19,NQ,290.0,334.0,319.05263157894734,NQ,547.2,630.2,602.0,1286.5,1736.8,1549.5936986019738
Grown Heifer,540+,Processor,C,4,61,-20,345.0,394.0,371.1311475409836,14.7,650.9,757.7,702.4,1880.3,2252.3,2093.69066982582
Cows,0-400,Processor,D,2,4,-1,240.0,240.0,240,-12.0,480.0,480.0,480.0,936.0,936.0,936
Cows,400-520,Processor,D,1,9,NQ,210.0,240.0,235.33333333333334,NQ,476.0,480.0,477.0,976.5,1135.3,1093.0733506944443
Cows,400-520,Processor,D,2,72,21,230.0,304.0,287.1388888888889,35.1,522.7,660.9,590.3,922.3,1511.2,1355.9552714029949
Cows,400-520,Processor,D,3,215,39,285.0,328.0,312.0325581395349,49.3,548.1,664.6,624.6,1188.4,1649.6,1549.8707440043604
Cows,400-520,Processor,D,4,16,NQ,350.0,350.0,350,NQ,673.1,673.1,673.1,1771.0,1771.0,1771
Cows,400-520,Restocker,D,1,22,NQ,295.0,296.0,295.5,NQ,590.0,592.0,591.0,1244.9,1358.6,1301.77001953125
Cows,400-520,Restocker,D,2,54,18,280.0,308.0,297.962962962963,19.9,560.0,616.0,590.7,1248.6,1540.3,1388.8870533130787
Cows,400-520,Restocker,D,3,37,31,305.0,316.0,308.56756756756755,38.6,610.0,632.0,617.1,1479.3,1558.6,1546.5916385135135
Cows,520+,Processor,D,2,77,NQ,292.0,318.0,302.38961038961037,NQ,584.0,645.8,605.6,1566.4,1812.6,1669.559481534091
Cows,520+,Processor,D,3,465,-31,305.0,360.0,328.4172043010753,44.8,603.7,670.0,634.9,1672.7,2712.0,1906.3560305359542
Cows,520+,Processor,D,4,455,-165,322.0,358.0,346.12747252747255,45.5,619.2,675.5,657.6,1775.5,2837.2,2275.034665285886
Cows,520+,Restocker,D,2,12,NQ,305.0,305.0,305,NQ,610.0,610.0,610.0,1601.3,1601.3,1601.25
Calves,80+,Restocker,C,2,10,3,330.0,455.0,392.5,12.5,660.0,875.0,767.5,584.1,819.0,701.55
Calves,80+,Restocker,C,3,5,NQ,380.0,380.0,380,NQ,730.8,730.8,730.8,695.4,695.4,695.4
Calves,80+,Restocker,D,2,28,NQ,265.0,320.0,284.4642857142857,NQ,538.5,615.4,566.8,379.0,633.6,484.369637625558
Bulls,0-450,Restocker,C,2,16,NQ,312.0,312.0,312,NQ,624.0,624.0,624.0,577.2,577.2,577.2000122070312
