Data Supplied By: National Livestock Reporting Service
Data source: National Livestock Reporting Service

Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/

Saleyard: Bairnsdale
Report Date: 09/10/2024
Comparison Date: 02/10/2024
Total Yarding: 351 (+117)
Commentary
"There were 275 export and 75 young cattle penned representing an increase of 120 head week-on-week. There was one order absent from the regular buying group who were more selective in a cheaper market. Quality declined with secondary and plainer cattle throughout. The young cattle lacked finish and sold mostly to restockers. Grown cattle sold up to 40c/kg cheaper with quality an issue. Cows gave back 15c to 30c/kg. Heavy bulls eased 4c/kg. 

Young steers to restockers sold from 240c to 310c/kg. Heifers to restockers made between 190c and 291c/kg. Manufacturing steers sold between 266c and 308c/kg. Most light and medium weight cows made from 212c to 266c/kg. Heavy weight cows sold mostly from 230c to 310c/kg. Heavy bulls made between 290c and 332c/kg. 

Market reporter: Brendan Fletcher."
Grown Heifer,0-540,Processor,D,2,11,NQ,230.0,270.0,242.72727272727272,NQ,489.4,540.0,501.5,1035.0,1346.4,1171.9636452414773
Grown Heifer,0-540,Processor,E,2,1,NQ,230.0,230.0,230,NQ,511.1,511.1,511.1,1092.5,1092.5,1092.5
Grown Heifer,0-540,Restocker,D,2,3,NC,260.0,265.0,261.6666666666667,-16.3,520.0,552.1,530.7,1196.0,1258.8,1216.9166666666667
Grown Heifer,540+,Processor,D,2,11,9,290.0,296.0,292.1818181818182,-17.8,569.2,580.0,576.1,1628.0,1653.0,1643.909090909091
Grown Heifer,540+,Processor,D,3,5,NC,300.0,300.0,300,-39.8,576.9,576.9,576.9,1680.0,1680.0,1680
Cows,0-400,Dairy,E,1,3,-6,155.0,158.0,157,-33.0,387.5,415.8,406.4,568.8,581.3,572.9499918619791
Cows,0-400,Dairy,E,2,13,NQ,192.0,214.0,205.53846153846155,NQ,436.4,486.4,467.1,720.0,813.2,777.3538536658654
Cows,0-400,Processor,D,1,3,NQ,180.0,180.0,180,NQ,400.0,400.0,400.0,666.0,666.0,666
Cows,0-400,Restocker,D,1,11,NQ,174.0,174.0,174,NQ,395.5,395.5,395.5,574.2,574.2,574.2000177556819
Cows,0-400,Restocker,E,1,4,NQ,140.0,140.0,140,NQ,350.0,350.0,350.0,532.0,532.0,532
Cows,400-520,Dairy,E,1,17,-11,212.0,230.0,221.52941176470588,-10.8,522.7,530.0,526.1,954.0,1058.0,1009.0588235294117
Cows,400-520,Dairy,E,2,3,NQ,110.0,210.0,143.33333333333334,NQ,275.0,477.3,342.4,495.0,924.0,638
Cows,400-520,Processor,D,1,7,NC,212.0,232.0,225.14285714285714,-32.1,471.1,515.6,500.3,1044.0,1092.5,1076.2857142857142
Cows,400-520,Processor,D,2,10,8,260.0,266.0,262.4,-14.1,553.2,566.0,558.3,1300.0,1330.0,1312
Cows,400-520,Processor,E,1,9,NQ,220.0,220.0,220,NQ,500.0,500.0,500.0,990.0,990.0,990
Cows,400-520,Restocker,D,1,9,NQ,230.0,265.0,249.44444444444446,NQ,511.1,588.9,554.3,1092.5,1325.0,1221.6666666666667
Cows,400-520,Restocker,D,2,5,-4,278.0,278.0,278,-15.0,591.5,591.5,591.5,1320.5,1320.5,1320.5
Cows,400-520,Restocker,E,1,10,5,200.0,200.0,200,-46.0,454.5,454.5,454.5,880.0,880.0,880
Cows,520+,Dairy,D,1,7,NQ,230.0,244.0,238,NQ,500.0,530.4,517.4,1288.0,1342.0,1318.857142857143
Cows,520+,Dairy,D,2,1,-2,270.0,270.0,270,-20.0,574.5,574.5,574.5,1620.0,1620.0,1620
Cows,520+,Dairy,E,1,17,13,225.0,232.0,230.41176470588235,-11.6,511.4,527.3,523.7,1207.5,1276.0,1234.764705882353
Cows,520+,Processor,D,2,40,19,262.0,295.0,271.325,-29.3,546.9,614.6,568.9,1375.5,1852.5,1518.05
Cows,520+,Processor,D,3,12,2,273.0,315.0,294.25,-22.6,546.0,605.8,590.4,1569.8,1894.4,1753.1625162760417
Cows,520+,Processor,D,4,15,-22,294.0,310.0,300.26666666666665,-13.7,573.1,606.0,591.3,1818.0,2065.0,1900.8333333333333
Cows,520+,Processor,D,5,1,NQ,292.0,292.0,292,NQ,584.0,584.0,584.0,2044.0,2044.0,2044
Cows,520+,Restocker,D,1,1,NQ,250.0,250.0,250,NQ,543.5,543.5,543.5,1500.0,1500.0,1500
Bulls,0-450,Processor,C,2,9,NQ,238.0,280.0,242.66666666666666,NQ,440.7,518.5,449.4,773.5,1260.0,827.5555555555555
Bulls,600+,Dairy,D,2,1,NQ,304.0,304.0,304,NQ,573.6,573.6,573.6,2432.0,2432.0,2432
Bulls,600+,Processor,B,2,1,-1,332.0,332.0,332,-5.5,572.4,572.4,572.4,2656.0,2656.0,2656
Bulls,600+,Processor,B,3,1,NQ,330.0,330.0,330,NQ,532.3,532.3,532.3,3960.0,3960.0,3960
Bulls,600+,Processor,C,2,3,-1,290.0,320.0,306.6666666666667,-4.8,537.0,571.4,554.0,1885.0,2635.0,2306.6666666666665
Bulls,600+,Processor,C,3,2,1,325.0,332.0,328.5,-0.5,560.3,572.4,566.4,3087.5,3320.0,3203.75
