Data Supplied By: National Livestock Reporting Service
Data source: National Livestock Reporting Service

Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/

Saleyard: Bairnsdale
Report Date: 06/11/2024
Comparison Date: 30/10/2024
Total Yarding: 296 (+18)
Commentary
"There were approximately 250 export and 50 young cattle penned representing an increase of 20 head week-on-week. The usual buying group was present but not all operating in a generally firm market. Quality was limited with secondary cattle throughout and cows representing more than half of the sale. The young cattle lacked finish and sold mostly to restockers. The grown lots were mostly secondary crossbreds. Heavy cows eased a few cents while light weights improved 5c/kg. 

Young steers and heifers to restockers sold from 250c to 314c/kg. A couple of grown steers sold from 330c to 342c/kg. Manufacturing steers made between 270c and 298c/kg. Grown heifers sold between 300c and 322c/kg. Most light and medium weight cows made from 204c to 270c/kg. Heavy weight cows sold mostly from 240c to 294c/kg. Heavy bulls were in short supply reaching 336c/kg. 

Market reporter: Brendan Fletcher."
Grown Heifer,0-540,Processor,E,1,3,NQ,200.0,200.0,200,NQ,444.4,444.4,444.4,660.0,660.0,660
Grown Heifer,0-540,Restocker,D,1,3,-1,246.0,246.0,246,-2.0,534.8,534.8,534.8,1045.5,1045.5,1045.5
Grown Heifer,0-540,Restocker,D,2,5,NQ,291.0,291.0,291,NQ,582.0,582.0,582.0,1455.0,1455.0,1455
Grown Heifer,540+,Dairy,E,2,1,NQ,250.0,250.0,250,NQ,555.6,555.6,555.6,1375.0,1375.0,1375
Grown Heifer,540+,Processor,C,3,1,NQ,322.0,322.0,322,NQ,596.3,596.3,596.3,1803.2,1803.2,1803.199951171875
Grown Heifer,540+,Processor,D,2,6,NQ,275.0,295.0,285.8333333333333,NQ,550.0,590.0,571.8,1581.3,1925.0,1700.8333333333333
Grown Heifer,540+,Processor,D,3,4,-8,305.0,317.0,311.75,-4.3,586.5,592.3,588.2,1771.0,1830.0,1811.625
Grown Heifer,540+,Processor,D,4,3,NQ,300.0,310.0,305.3333333333333,NQ,576.9,596.2,587.2,1759.5,2015.0,1858.1666666666667
Cows,0-400,Dairy,E,1,2,NQ,170.0,170.0,170,NQ,425.0,425.0,425.0,612.0,612.0,612
Cows,0-400,Processor,E,1,5,NQ,218.0,218.0,218,NQ,519.0,545.0,539.8,817.5,817.5,817.5
Cows,0-400,Restocker,E,1,4,NQ,180.0,180.0,180,NQ,450.0,450.0,450.0,675.0,675.0,675
Cows,400-520,Dairy,E,1,4,-9,204.0,226.0,220.5,9.9,510.0,538.1,531.1,918.0,1130.0,1077
Cows,400-520,Dairy,E,2,1,NC,240.0,240.0,240,-18.0,533.3,533.3,533.3,1140.0,1140.0,1140
Cows,400-520,Processor,D,1,22,19,224.0,259.0,241.4090909090909,5.4,497.8,575.6,533.2,1032.8,1326.0,1159.6931818181818
Cows,400-520,Processor,D,2,5,-8,248.0,270.0,257.8,4.2,539.1,574.5,553.1,1054.0,1225.5,1148.2
Cows,400-520,Processor,E,1,6,NC,238.0,238.0,238,28.0,540.9,540.9,540.9,1094.8,1094.8,1094.800048828125
Cows,400-520,Restocker,D,1,2,-7,238.0,238.0,238,-17.4,528.9,528.9,528.9,1190.0,1190.0,1190
Cows,520+,Dairy,D,1,10,-8,241.0,258.0,246.1,-7.3,523.9,560.9,535.0,1446.0,1548.0,1476.6
Cows,520+,Dairy,D,2,12,11,250.0,272.0,264.5,-17.5,531.9,566.7,554.7,1625.0,1972.0,1849.5
Cows,520+,Dairy,E,1,8,2,224.0,229.0,224.625,-12.9,509.1,520.5,510.5,1259.5,1288.0,1284.4375
Cows,520+,Processor,C,2,1,NQ,277.0,277.0,277,NQ,554.0,554.0,554.0,1662.0,1662.0,1662
Cows,520+,Processor,D,1,12,10,240.0,254.0,246.16666666666666,-13.3,526.1,552.2,540.0,1296.0,1422.4,1354.5
Cows,520+,Processor,D,2,31,20,258.0,274.0,267.7096774193548,-4.1,537.5,570.8,561.2,1444.8,1608.0,1538.111328125
Cows,520+,Processor,D,3,17,1,260.0,279.0,271.7647058823529,-12.8,530.6,565.3,547.3,1456.0,1768.0,1591.5588235294117
Cows,520+,Processor,D,4,23,-9,278.0,294.0,285.5652173913044,-1.6,553.8,570.0,562.3,1668.0,2160.0,1829.0869565217392
Bulls,0-450,Restocker,C,2,14,NQ,240.0,282.0,270,NQ,444.4,522.2,500.0,672.0,1240.8,1078.2857142857142
Bulls,600+,Processor,B,2,1,NQ,336.0,336.0,336,NQ,560.0,560.0,560.0,3696.0,3696.0,3696
Bulls,600+,Processor,C,1,1,NQ,268.0,268.0,268,NQ,515.4,515.4,515.4,1742.0,1742.0,1742
Bulls,600+,Processor,C,2,1,-8,315.0,315.0,315,4.9,562.5,562.5,562.5,2047.5,2047.5,2047.5
