Data Supplied By: National Livestock Reporting Service
Data source: National Livestock Reporting Service

Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/

Saleyard: Bairnsdale
Report Date: 30/10/2024
Comparison Date: 23/10/2024
Total Yarding: 278 (-27)
Commentary
"There were approximately 250 export and 30 young cattle penned representing a decrease of 25 head week-on-week. The usual buying group was present and operating in a dearer market. Quality declined with very few prime lots and a larger proportion of cows. The young cattle lacked finish and restockers kept the floor up paying a little more than the previous sale. Manufacturing steers improved slightly. Cows sold 10c to 15c/kg dearer. Heavy bulls lifted 10c/kg. 

Yearling steers reached a top of 324c while the heifer portion reached 314c/kg. Manufacturing steers sold from 260c to 330c/kg. A few grown heifers with some finish made 316c/kg. Most light and medium weight cows sold between 176c and 257c/kg. Heavy weight cows made mostly from 248c to 295c/kg. Heavy bulls sold from 296c to 322c/kg. 

Market reporter: Brendan Fletcher."
Grown Steer,500-600,Processor,C,3,2,NQ,334.0,334.0,334,NQ,607.3,607.3,607.3,1920.5,1920.5,1920.5
Grown Heifer,0-540,Processor,D,3,9,NQ,280.0,310.0,306.6666666666667,NQ,583.3,596.2,594.7,1232.0,1627.5,1583.5555555555557
Grown Heifer,0-540,Restocker,D,1,4,NQ,248.0,248.0,248,NQ,516.7,516.7,516.7,1054.0,1054.0,1054
Grown Heifer,0-540,Restocker,D,3,5,4,280.0,280.0,280,-25.0,583.3,583.3,583.3,1232.0,1232.0,1232
Grown Heifer,540+,Processor,D,3,12,NQ,316.0,316.0,316,NQ,585.2,585.2,585.2,1738.0,1738.0,1738
Cows,0-400,Processor,D,1,1,NQ,234.0,234.0,234,NQ,531.8,531.8,531.8,877.5,877.5,877.5
Cows,400-520,Dairy,D,1,8,NQ,240.0,249.0,247.875,NQ,533.3,553.3,550.8,1200.0,1245.0,1239.375
Cows,400-520,Dairy,E,1,13,NQ,176.0,234.0,210.6153846153846,NQ,440.0,557.1,513.8,748.0,1111.5,935.2692307692307
Cows,400-520,Dairy,E,2,1,NQ,258.0,258.0,258,NQ,560.9,560.9,560.9,1161.0,1161.0,1161
Cows,400-520,Processor,D,1,3,-2,228.0,252.0,236,19.0,506.7,560.0,524.4,1026.0,1260.0,1104
Cows,400-520,Processor,D,2,13,8,249.0,257.0,253.6153846153846,13.0,529.8,546.8,539.6,1095.6,1315.6,1194.7384596604568
Cows,400-520,Processor,D,3,1,NC,285.0,285.0,285,25.0,570.0,570.0,570.0,1425.0,1425.0,1425
Cows,400-520,Processor,E,1,6,1,210.0,210.0,210,51.0,500.0,500.0,500.0,1050.0,1050.0,1050
Cows,400-520,Restocker,D,1,9,8,250.0,257.0,255.44444444444446,5.4,555.6,571.1,567.7,1187.5,1285.0,1263.3333333333333
Cows,400-520,Restocker,D,2,9,-1,265.0,270.0,268.3333333333333,10.9,563.8,574.5,570.9,1188.0,1192.5,1189.5
Cows,400-520,Restocker,E,1,10,NQ,230.0,230.0,230,NQ,522.7,522.7,522.7,1058.0,1058.0,1058
Cows,520+,Dairy,D,1,18,NQ,248.0,260.0,253.44444444444446,NQ,539.1,565.2,551.0,1364.0,1548.0,1423.95556640625
Cows,520+,Dairy,D,2,1,-10,282.0,282.0,282,27.5,600.0,600.0,600.0,1762.5,1762.5,1762.5
Cows,520+,Dairy,E,1,6,-11,236.0,239.0,237.5,14.3,536.4,569.0,552.7,1274.4,1374.3,1324.3250325520833
Cows,520+,Processor,D,1,2,1,259.0,260.0,259.5,13.5,563.0,565.2,564.1,1424.5,1495.0,1459.75
Cows,520+,Processor,D,2,11,-21,254.0,278.0,271.8181818181818,9.4,529.2,567.3,559.9,1460.5,1668.0,1569.590909090909
Cows,520+,Processor,D,3,16,-17,270.0,294.0,284.5625,13.5,550.0,582.0,568.4,1552.5,2037.0,1652.6156311035156
Cows,520+,Processor,D,4,32,-2,275.0,295.0,287.125,8.2,548.1,576.0,563.0,1710.0,2197.5,1905.640625
Cows,520+,Processor,E,1,3,NQ,215.0,215.0,215,NQ,488.6,488.6,488.6,1182.5,1182.5,1182.5
Cows,520+,Restocker,D,1,13,NQ,261.0,261.0,261,NQ,567.4,567.4,567.4,1435.5,1435.5,1435.5
Bulls,0-450,Restocker,D,2,2,NQ,244.0,244.0,244,NQ,469.2,469.2,469.2,878.4,878.4,878.4000244140625
Bulls,450-600,Processor,C,1,2,NQ,250.0,254.0,252,NQ,520.8,529.2,525.0,1270.0,1375.0,1322.5
Bulls,450-600,Processor,C,2,3,NQ,292.0,318.0,300.6666666666667,NQ,540.7,567.9,549.8,1460.0,1908.0,1609.3333333333333
Bulls,600+,Processor,C,2,9,5,296.0,319.0,310.1111111111111,10.1,528.6,569.6,553.8,2198.0,2812.0,2477.8888888888887
Bulls,600+,Processor,C,3,2,NC,320.0,322.0,321,15.0,551.7,555.2,553.4,2737.0,3520.0,3128.5
