Data Supplied By: National Livestock Reporting Service
Data source: National Livestock Reporting Service

Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/

Saleyard: Bairnsdale
Report Date: 04/12/2024
Comparison Date: 27/11/2024
Total Yarding: 342 (+96)
Commentary
"There were approximately 270 export and 70 young cattle penned representing an increase of 96 head week-on-week. The usual buying group was present and operating in a dearer market. Quality remained limited with a few more prime lots and a smaller proportion of cows. The trade cattle were mostly heifers which sold 30c/kg dearer. The limited selection of grown sold up to 13c/kg dearer. Cows kicked 20c to 30c/kg. Heavy bulls improved 23c/kg. 

Yearling steers to restockers sold from 240c to 324c/kg. Yearling heifers suited to the trade made between 300c and 318c/kg. Heavy grown heifers sold between 280c and 310c/kg. Manufacturing steers made from 274c to 330c/kg. Most light and medium weight cows sold from 180c to 267c/kg. Heavy weight cows made mostly between 246c and 303c/kg. Heavy bulls sold between 216c and 275c/kg. 

Market reporter: Brendan Fletcher."
Vealer Heifer,280-330,Processor,C,2,4,NQ,295.0,295.0,295,NQ,526.8,526.8,526.8,885.0,885.0,885
Manufacturing Steer,0-540,Dairy,D,2,8,NQ,283.0,283.0,283,NQ,566.0,566.0,566.0,1528.2,1528.2,1528.199951171875
Manufacturing Steer,0-540,Dairy,E,1,3,NQ,180.0,180.0,180,NQ,391.3,391.3,391.3,684.0,684.0,684
Manufacturing Steer,540+,Dairy,D,2,4,NQ,295.0,295.0,295,NQ,556.6,556.6,556.6,2286.3,2286.3,2286.25
Manufacturing Steer,540+,Processor,D,2,15,NQ,282.0,315.0,305.46666666666664,NQ,543.4,596.2,583.6,1551.0,2065.5,1922.0666666666666
Manufacturing Steer,540+,Processor,D,3,5,NQ,312.0,330.0,323.4,NQ,577.8,611.1,598.9,2028.0,2362.5,2264.1
Manufacturing Steer,540+,Processor,D,4,2,NQ,274.0,302.0,288,NQ,507.4,559.3,533.3,2114.0,2466.0,2290
Grown Steer,500-600,Processor,B,2,1,NQ,320.0,320.0,320,NQ,571.4,571.4,571.4,1792.0,1792.0,1792
Grown Steer,500-600,Restocker,C,2,3,NQ,328.0,328.0,328,NQ,607.4,607.4,607.4,1836.8,1836.8,1836.8001302083333
Grown Heifer,0-540,Dairy,D,2,1,NQ,250.0,250.0,250,NQ,520.8,520.8,520.8,1125.0,1125.0,1125
Grown Heifer,0-540,Processor,D,2,13,NQ,226.0,291.0,256.9230769230769,NQ,470.8,582.0,527.8,840.0,1455.0,1085.5
Grown Heifer,0-540,Processor,D,3,5,2,280.0,310.0,298.4,13.1,538.5,596.2,578.2,1120.0,1627.5,1454.3
Grown Heifer,0-540,Restocker,D,2,1,NQ,245.0,245.0,245,NQ,490.0,490.0,490.0,1078.0,1078.0,1078
Cows,0-400,Dairy,E,1,4,3,100.0,219.0,189.25,-2.8,263.2,547.5,476.4,300.0,832.2,699.1500244140625
Cows,0-400,Dairy,E,2,1,-6,224.0,224.0,224,52.0,497.8,497.8,497.8,896.0,896.0,896
Cows,0-400,Processor,E,2,1,NQ,181.0,181.0,181,NQ,431.0,431.0,431.0,724.0,724.0,724
Cows,0-400,Restocker,D,2,3,NQ,246.0,246.0,246,NQ,534.8,534.8,534.8,984.0,984.0,984
Cows,0-400,Restocker,E,1,1,NQ,200.0,200.0,200,NQ,476.2,476.2,476.2,760.0,760.0,760
Cows,400-520,Dairy,E,1,10,NQ,180.0,219.0,212.4,NQ,450.0,521.4,507.9,765.0,1095.0,1032.75
Cows,400-520,Dairy,E,2,1,NQ,246.0,246.0,246,NQ,546.7,546.7,546.7,1107.0,1107.0,1107
Cows,400-520,Processor,D,1,3,NQ,237.0,246.0,243,NQ,526.7,534.8,532.1,1066.5,1168.5,1134.5
Cows,400-520,Processor,D,2,13,-3,245.0,267.0,255.76923076923077,31.8,521.3,568.1,544.2,1092.3,1335.0,1263.8961463341345
Cows,400-520,Processor,E,1,3,NQ,218.0,218.0,218,NQ,519.0,519.0,519.0,926.5,926.5,926.5
Cows,400-520,Restocker,D,2,2,-11,265.0,265.0,265,30.8,563.8,563.8,563.8,1325.0,1325.0,1325
Cows,520+,Dairy,D,1,13,11,246.0,250.0,248.15384615384616,36.2,543.5,546.7,544.9,1437.5,1476.0,1455.2692307692307
Cows,520+,Dairy,D,2,4,2,259.0,270.0,261.75,23.8,551.1,562.5,553.9,1683.5,1687.5,1684.5
Cows,520+,Dairy,D,3,2,NQ,275.0,275.0,275,NQ,550.0,550.0,550.0,1787.5,1787.5,1787.5
Cows,520+,Dairy,E,1,15,14,225.0,239.0,231.66666666666666,30.7,522.7,543.2,533.0,1215.0,1374.3,1311.0833333333333
Cows,520+,Processor,C,2,1,NQ,280.0,280.0,280,NQ,538.5,538.5,538.5,1470.0,1470.0,1470
Cows,520+,Processor,C,4,5,NQ,310.0,310.0,310,NQ,553.6,553.6,553.6,2092.5,2092.5,2092.5
Cows,520+,Processor,D,1,3,1,250.0,253.0,252,62.0,538.3,543.5,540.0,1350.0,1366.2,1360.7999674479167
Cows,520+,Processor,D,2,10,-16,255.0,275.0,266.3,22.3,542.6,572.9,559.3,1377.0,1540.0,1458.75
Cows,520+,Processor,D,3,20,11,275.0,287.0,283.9,20.6,561.2,591.7,581.8,1581.3,1722.0,1647.425
Cows,520+,Processor,D,4,26,13,290.0,303.0,292.5,27.0,580.0,582.7,580.5,1740.0,2030.0,1845.4807692307693
Cows,520+,Restocker,D,2,2,NQ,266.0,270.0,268,NQ,554.2,562.5,558.3,1463.0,1485.0,1474
Bulls,0-450,Processor,C,2,2,1,256.0,256.0,256,36.0,483.0,483.0,483.0,960.0,960.0,960
Bulls,450-600,Dairy,E,2,4,NQ,210.0,234.0,227,NQ,446.8,487.5,475.2,966.0,1345.5,1230.5
Bulls,450-600,Processor,B,2,1,NQ,260.0,260.0,260,NQ,464.3,464.3,464.3,1365.0,1365.0,1365
Bulls,450-600,Processor,C,2,2,NC,256.0,256.0,256,61.0,474.1,474.1,474.1,1177.6,1177.6,1177.5999755859375
Bulls,600+,Dairy,C,2,1,NQ,248.0,248.0,248,NQ,450.9,450.9,450.9,1984.0,1984.0,1984
Bulls,600+,Dairy,D,1,5,NQ,216.0,234.0,226.8,NQ,450.0,487.5,472.5,1462.5,1620.0,1525.5
Bulls,600+,Processor,B,2,2,NQ,260.0,275.0,267.5,NQ,448.3,474.1,461.2,1950.0,2200.0,2075
Bulls,600+,Processor,C,2,7,1,250.0,270.0,259.2857142857143,22.8,438.6,473.7,460.7,1890.0,2295.0,2148
Bulls,600+,Processor,C,3,6,2,257.0,270.0,262.8333333333333,3.6,450.9,465.5,457.1,1935.0,2640.0,2279.8333333333335
Bulls,600+,Processor,C,4,1,NQ,242.0,242.0,242,NQ,417.2,417.2,417.2,2904.0,2904.0,2904
Bulls,600+,Restocker,C,2,2,NQ,270.0,270.0,270,NQ,482.1,482.1,482.1,2295.0,2295.0,2295
