Data Supplied By: National Livestock Reporting Service
Data source: National Livestock Reporting Service

Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/

Saleyard: Not Selected
Report Date: 
Comparison Date: Date not set
Please complete selections
Commentary


Category,Weight Range,Sale Prefix,Muscle Score,Fat Score,Head Count,Head Change,Min Lwt c/kg,Max Lwt c/kg,Avg Lwt c/kg,Avg Lwt Change,Min Cwt c/kg,Max Cwt c/kg,Avg Cwt c/kg,Min $/Head,Max $/Head,Avg $/Head
Yearling Steer,280-330,Restocker,C,2,13,3,310.0,355.0,343,-67.0,596.2,682.7,659.6,992.0,1136.0,1097.5999849759614
Yearling Steer,330-400,Feeder,C,2,96,30,310.0,362.0,333.9375,-10.6,596.2,696.2,642.2,1122.0,1396.0,1263.0395812988281
Yearling Steer,330-400,Processor,C,3,9,1,310.0,330.0,324.44444444444446,5.8,584.9,622.6,612.2,1178.0,1254.0,1232.888888888889
Yearling Steer,330-400,Restocker,C,2,24,-31,246.0,363.0,320.5416666666667,-9.1,473.1,698.1,616.4,885.6,1306.8,1103.9916737874348
Yearling Steer,400+,Feeder,C,2,171,86,310.0,364.0,347.8421052631579,-0.8,596.2,700.0,668.9,1302.0,1988.0,1588.8503039622167
Yearling Steer,400+,Processor,C,3,17,-6,330.0,355.0,337.29411764705884,-0.4,622.6,669.8,636.4,1518.0,1988.0,1601.2000014361213
Yearling Heifer,280-330,Feeder,C,2,25,NQ,285.0,310.0,297.76,NQ,548.1,596.2,572.6,867.0,992.0,927.4
Yearling Heifer,280-330,Processor,C,3,10,7,300.0,300.0,300,10.0,566.0,566.0,566.0,960.0,960.0,960
Yearling Heifer,280-330,Restocker,C,2,4,-14,261.0,261.0,261,-6.6,501.9,501.9,501.9,783.0,783.0,783
Yearling Heifer,330-400,Feeder,C,2,76,57,230.0,310.0,283.94736842105266,-11.5,442.3,596.2,546.1,782.0,1220.0,1079.5
Yearling Heifer,330-400,Processor,C,3,17,5,250.0,320.0,279.4117647058824,22.2,471.7,603.8,527.2,950.0,1152.0,1047.4117647058824
Yearling Heifer,330-400,Restocker,C,2,10,-55,305.0,320.0,309.5,1.9,586.5,615.4,595.2,1037.0,1088.0,1052.3
Yearling Heifer,400+,Feeder,C,2,72,16,280.0,310.0,303.05555555555554,0.6,538.5,596.2,582.8,1288.0,1426.0,1344.2222222222222
Yearling Heifer,400+,Processor,C,3,51,44,290.0,345.0,323.72549019607845,1.7,547.2,650.9,610.8,1218.0,1943.0,1556.4823452818628
Vealer Steer,0-200,Restocker,C,2,4,-4,280.0,280.0,280,-70.0,538.5,538.5,538.5,392.0,448.0,420
Vealer Steer,200-280,Processor,C,2,1,NQ,330.0,330.0,330,NQ,634.6,634.6,634.6,858.0,858.0,858
Vealer Steer,200-280,Restocker,C,2,37,13,295.0,390.0,354.1621621621622,-6.2,567.3,750.0,681.1,767.0,1014.0,920.8216189822635
Vealer Heifer,0-200,Restocker,C,2,3,-29,287.0,287.0,287,-28.5,551.9,551.9,551.9,459.2,459.2,459.2000325520833
Vealer Heifer,200-280,Processor,C,2,2,1,273.0,273.0,273,23.0,525.0,525.0,525.0,764.4,764.4,764.4000244140625
Vealer Heifer,200-280,Restocker,C,2,55,10,266.0,290.0,275.56363636363636,-41.4,511.5,557.7,529.9,672.0,784.0,734.2836470170455
Vealer Heifer,280-330,Processor,C,3,6,NQ,290.0,290.0,290,NQ,547.2,547.2,547.2,870.0,870.0,870
Vealer Heifer,280-330,Restocker,C,2,18,NQ,260.0,331.0,319.1666666666667,NQ,500.0,636.5,613.8,780.0,993.0,957.5
Manufacturing Steer,0-540,Dairy,A,4,2,NQ,220.0,220.0,220,NQ,458.3,458.3,458.3,1100.0,1100.0,1100
Manufacturing Steer,0-540,Dairy,D,3,2,-7,160.0,160.0,160,-102.4,333.3,333.3,333.3,640.0,640.0,640
Manufacturing Steer,540+,Dairy,D,3,3,-16,230.0,248.0,241.66666666666666,1.1,479.2,516.7,503.5,1495.0,1736.0,1612.1666666666667
Grown Steer,400-500,Processor,C,4,20,16,320.0,351.0,324.55,75.8,581.8,638.2,590.1,1541.0,1755.0,1595.95
Grown Steer,500-600,Processor,C,4,43,-7,290.0,359.0,349.3953488372093,27.1,527.3,652.7,635.3,1566.0,1993.6,1922.7022903797238
Grown Steer,600-750,Processor,C,4,39,-17,255.0,360.0,350.4102564102564,15.4,463.6,654.5,637.1,1785.0,2386.8,2260.4256560496797
Grown Heifer,0-540,Processor,C,3,13,NQ,235.0,248.0,238.69230769230768,NQ,435.2,459.3,442.0,940.0,1190.4,1025.6461557241587
Grown Heifer,0-540,Processor,C,4,21,-36,260.0,348.0,328.57142857142856,20.0,472.7,632.7,597.4,1248.0,1879.2,1666.933337983631
Grown Heifer,540+,Processor,C,4,47,14,295.0,353.0,337.21276595744683,28.0,536.4,641.8,616.0,1652.0,2058.4,1933.2169838763298
Cows,0-400,Processor,D,2,6,NQ,199.0,199.0,199,NQ,432.6,432.6,432.6,796.0,796.0,796
Cows,400-520,Processor,D,2,25,1,230.0,270.0,252.72,-2.2,500.0,587.0,549.4,1012.0,1290.0,1185.1839990234375
Cows,400-520,Processor,D,3,4,-32,262.0,267.0,263.25,-0.1,545.8,556.3,548.4,1362.4,1388.4,1368.9000549316406
Cows,520+,Processor,D,3,79,38,252.0,276.0,270.8607594936709,-7.6,525.0,575.0,564.3,1404.0,1696.0,1525.4683714275118
Cows,520+,Processor,D,4,114,-8,276.0,289.0,282.4298245614035,-3.1,552.0,578.0,564.9,1656.0,1907.4,1773.66665381716
Bulls,0-450,Feeder,C,3,13,12,235.0,250.0,236.15384615384616,5.2,419.6,446.4,421.7,822.5,1057.5,872.3076923076923
Bulls,0-450,Processor,C,3,18,12,222.0,265.0,243.38888888888889,-15.3,396.4,473.2,434.6,600.0,1192.5,747.1944444444445
Bulls,450-600,Processor,C,3,13,-3,190.0,275.0,265,6.8,327.6,491.1,467.3,1140.0,1650.0,1474.423076923077
Bulls,600+,Processor,C,3,20,-8,250.0,290.0,272.25,4.3,431.0,500.0,469.4,1742.0,2755.0,2141.45
