Data Supplied By: National Livestock Reporting Service
Data source: National Livestock Reporting Service

Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/

Saleyard: Bairnsdale
Report Date: 11/09/2024
Comparison Date: 04/09/2024
Total Yarding: 224 (+119)
Commentary
"There were 210 export and 15 young cattle penned representing an increase of 120 head week-on-week. The usual buying group was present and operating in a dearer market in places. Quality was very mixed with prime cattle in short supply. There were no trade lots with the sprinkling of young cattle selling to restockers. The grown run was mostly manufacturing steers which lifted 10c/kg. Lightly conditioned dairy cows sold firm while heavy beef cows with finish lifted 10c/kg. Heavy bulls gained 9c/kg. 

Yearling steers, heifers and bulls to restockers sold from 286c to 362c/kg. Manufacturing steers made between 255c and 360c/kg. Most light and medium weight cows sold between 232c and 305c/kg. Heavy weight cows made mostly from 272c to 354c/kg. Heavy bulls sold from 295c to 340c/kg. 

Market reporter: Brendan Fletcher."
Grown Heifer,0-540,Processor,D,2,2,NQ,310.0,310.0,310,NQ,620.0,620.0,620.0,1550.0,1550.0,1550
Grown Heifer,0-540,Processor,D,3,6,NQ,345.0,345.0,345,NQ,638.9,638.9,638.9,1811.3,1811.3,1811.25
Cows,0-400,Processor,D,2,1,NQ,275.0,275.0,275,NQ,585.1,585.1,585.1,1100.0,1100.0,1100
Cows,0-400,Restocker,D,2,2,NQ,294.0,294.0,294,NQ,625.5,625.5,625.5,1176.0,1176.0,1176
Cows,400-520,Dairy,D,2,1,NQ,252.0,252.0,252,NQ,547.8,547.8,547.8,1260.0,1260.0,1260
Cows,400-520,Dairy,E,1,30,27,232.0,260.0,252.2,-2.8,561.9,615.0,600.5,1044.0,1352.0,1196.6166666666666
Cows,400-520,Processor,D,1,1,NQ,265.0,265.0,265,NQ,588.9,588.9,588.9,1126.3,1126.3,1126.25
Cows,400-520,Processor,D,2,3,1,295.0,305.0,298.6666666666667,1.7,614.6,648.9,631.1,1475.0,1525.0,1493.3333333333333
Cows,400-520,Processor,E,1,2,1,224.0,224.0,224,-31.0,533.3,533.3,533.3,985.6,985.6,985.5999755859375
Cows,400-520,Restocker,E,1,10,NQ,248.0,250.0,248.2,NQ,595.2,620.0,617.5,1140.8,1187.5,1145.47001953125
Cows,520+,Dairy,D,1,11,NQ,272.0,275.0,272.54545454545456,NQ,591.3,597.8,592.5,1512.5,1632.0,1610.2727272727273
Cows,520+,Dairy,E,1,7,NQ,272.0,272.0,272,NQ,618.2,618.2,618.2,1523.2,1523.2,1523.199916294643
Cows,520+,Dairy,E,2,4,NQ,275.0,280.0,276.25,NQ,597.8,608.7,600.5,1470.0,1512.5,1501.875
Cows,520+,Processor,D,1,3,-2,290.0,290.0,290,-2.0,630.4,630.4,630.4,1624.0,1667.5,1638.5
Cows,520+,Processor,D,2,5,-4,317.0,320.0,319.4,2.1,646.9,666.7,662.7,1792.0,1822.8,1798.15
Cows,520+,Processor,D,3,6,-2,318.0,332.0,320.3333333333333,-8.5,649.0,664.0,651.5,1780.8,1992.0,1816
Cows,520+,Processor,D,4,15,11,330.0,354.0,347.46666666666664,13.2,660.0,690.0,680.4,1980.0,2301.0,2235.7
Cows,520+,Restocker,D,2,4,NQ,300.0,300.0,300,NQ,625.0,638.3,635.0,1575.0,1575.0,1575
Bulls,0-450,Restocker,C,2,8,6,330.0,362.0,354,54.0,589.3,646.4,632.1,1485.0,1592.8,1565.85009765625
Bulls,450-600,Processor,C,1,1,NQ,285.0,285.0,285,NQ,548.1,548.1,548.1,1638.8,1638.8,1638.75
Bulls,450-600,Processor,C,2,2,NQ,328.0,328.0,328,NQ,585.7,585.7,585.7,1886.0,1886.0,1886
Bulls,600+,Processor,C,2,11,7,295.0,333.0,317.6363636363636,8.9,536.4,594.6,573.7,2282.0,2862.0,2479
Bulls,600+,Processor,C,3,1,NQ,340.0,340.0,340,NQ,586.2,586.2,586.2,3400.0,3400.0,3400
