Data Supplied By: National Livestock Reporting Service
Data source: National Livestock Reporting Service

Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/

Saleyard: Not Selected
Report Date: 
Comparison Date: Date not set
Please complete selections
Commentary


Category,Weight Range,Sale Prefix,Muscle Score,Fat Score,Head Count,Head Change,Min Lwt c/kg,Max Lwt c/kg,Avg Lwt c/kg,Avg Lwt Change,Min Cwt c/kg,Max Cwt c/kg,Avg Cwt c/kg,Min $/Head,Max $/Head,Avg $/Head
Yearling Steer,0-200,Restocker,C,2,29,-38,350.2,405.2,363.4758721713362,83.9,660.8,764.5,685.8,700.4,810.4,726.9517443426724
Yearling Steer,0-200,Restocker,D,2,15,NQ,250.2,290.2,284.8666727701823,NQ,472.1,547.5,537.5,500.4,551.4,544.5827270507813
Yearling Steer,200-280,Restocker,C,2,332,-546,310.2,440.2,394.4204899431711,-10.9,585.3,830.6,744.2,765.5,1215.8,1012.1801272472703
Yearling Steer,200-280,Restocker,D,2,18,NC,215.5,280.2,251.16111161973743,26.1,406.6,528.7,473.9,524.4,784.0,624.5694613986545
Yearling Steer,280-330,Feeder,C,2,89,70,328.2,392.2,383.81350193666606,20.4,619.2,740.0,724.2,1083.1,1255.0,1196.8359265273875
Yearling Steer,280-330,Feeder,D,2,1,NQ,240.2,240.2,240.1999969482422,NQ,453.2,453.2,453.2,792.7,792.7,792.6599731445312
Yearling Steer,280-330,Processor,C,2,1,-14,285.2,285.2,285.20001220703125,-17.0,538.1,538.1,538.1,941.2,941.2,941.1600952148438
Yearling Steer,280-330,Processor,D,2,1,NQ,240.0,240.0,240,NQ,452.8,452.8,452.8,792.0,792.0,792
Yearling Steer,280-330,Restocker,C,2,993,212,236.2,432.2,373.22599486690035,-15.9,445.7,815.5,704.2,779.5,1342.5,1161.2227459895046
Yearling Steer,280-330,Restocker,D,2,74,NQ,230.0,298.2,252.8459503586228,NQ,434.0,562.6,477.1,667.0,984.1,778.9297229663746
Yearling Steer,330-400,Feeder,C,2,592,434,250.0,380.2,361.1033856159932,-4.7,471.7,717.4,681.3,1000.0,1504.8,1334.5763605478649
Yearling Steer,330-400,Feeder,D,2,3,-2,250.0,290.2,276.8000081380208,-21.4,471.7,547.5,522.3,1000.0,1044.7,1029.8133951822917
Yearling Steer,330-400,Processor,C,2,2,-35,280.0,285.2,282.6000061035156,-60.1,528.3,538.1,533.2,1026.7,1120.0,1073.3600463867188
Yearling Steer,330-400,Processor,D,2,7,NQ,274.2,274.2,274.2000209263393,NQ,517.4,517.4,517.4,987.1,987.1,987.1200474330357
Yearling Steer,330-400,Restocker,C,2,487,72,302.2,410.2,372.8476504848723,-10.4,570.2,774.0,703.5,1069.8,1520.8,1331.3097392558072
Yearling Steer,330-400,Restocker,D,2,59,NQ,270.0,285.2,282.3457817465572,NQ,509.4,538.1,532.7,945.0,1136.8,1060.0170319120762
Yearling Steer,400+,Feeder,C,2,261,61,326.2,380.2,352.44752169203485,-17.5,615.5,717.4,665.0,1387.2,1825.0,1592.2150804073874
Yearling Steer,400+,Feeder,D,2,3,NQ,292.2,292.2,292.20001220703125,NQ,551.3,551.3,551.3,1227.2,1227.2,1227.2400716145833
Yearling Steer,400+,Processor,C,2,3,-2,310.0,324.2,314.73333740234375,-3.3,584.9,611.7,593.8,1458.9,1488.0,1478.3000081380208
Yearling Steer,400+,Processor,C,3,23,-3,318.2,330.2,326.0260912024456,-10.3,600.4,623.0,615.1,1591.0,1957.2,1861.1407948369565
Yearling Steer,400+,Restocker,C,2,147,75,300.0,390.2,364.53743157419217,0.6,566.0,736.2,687.8,1260.0,1917.5,1637.1580611248405
Yearling Steer,400+,Restocker,D,2,7,NQ,270.0,270.0,270,NQ,509.4,509.4,509.4,1134.0,1134.0,1134
Yearling Heifer,0-200,Restocker,C,2,5,-110,248.2,248.2,248.2,2.8,496.4,496.4,496.4,471.6,471.6,471.57998046875
Yearling Heifer,200-280,Feeder,C,2,1,-38,325.0,325.0,325,25.7,650.0,650.0,650.0,861.3,861.3,861.25
Yearling Heifer,200-280,Processor,C,2,12,-21,210.0,266.2,261.5166829427083,-25.4,420.0,532.4,523.0,567.0,705.4,693.8941650390625
Yearling Heifer,200-280,Restocker,C,2,376,-293,200.0,324.2,265.796812098077,-18.4,400.0,648.4,531.6,420.0,859.1,693.947318543779
Yearling Heifer,200-280,Restocker,D,2,2,-8,174.2,180.0,177.0999984741211,-2.9,348.4,360.0,354.2,452.9,468.0,460.4600067138672
Yearling Heifer,280-330,Feeder,C,2,72,-281,296.2,325.0,301.4916703965929,-6.9,592.4,650.0,603.0,888.6,1036.9,938.3129509819878
Yearling Heifer,280-330,Processor,C,2,63,-78,200.0,270.2,248.80000474717883,-39.1,400.0,540.4,497.6,600.0,839.0,760.1441107855903
Yearling Heifer,280-330,Restocker,C,2,594,-276,202.2,326.2,272.74579553572016,-49.5,404.4,652.4,545.5,606.6,1076.5,845.6538756913208
Yearling Heifer,330-400,Feeder,C,2,349,-123,260.0,344.2,311.9828123950685,-4.6,520.0,688.4,624.0,931.5,1244.6,1125.5458737785973
Yearling Heifer,330-400,Feeder,C,3,17,-3,292.2,292.2,292.20002297794116,-32.8,584.4,584.4,584.4,1081.1,1081.1,1081.1401654411766
Yearling Heifer,330-400,Processor,C,2,78,-40,210.2,292.2,267.8282181177384,-21.4,420.4,584.4,535.7,735.7,1056.8,946.0705730731671
Yearling Heifer,330-400,Processor,C,3,12,-6,262.2,284.2,269.53334554036456,-56.7,524.4,568.4,539.1,917.7,1080.0,971.7867431640625
Yearling Heifer,330-400,Restocker,C,2,432,-70,200.0,348.2,292.2518637621844,-55.5,400.0,696.4,584.5,690.0,1177.1,1025.497265568486
Yearling Heifer,400+,Feeder,C,2,86,24,268.2,332.2,292.7023301235465,-33.0,536.4,664.4,585.4,1183.2,1494.9,1309.0720839389535
Yearling Heifer,400+,Processor,C,2,19,-1,224.2,310.2,265.4631636770148,-27.3,448.4,620.4,530.9,1008.9,1395.9,1198.7873920641448
Yearling Heifer,400+,Processor,C,3,13,-37,272.2,272.2,272.2000075120192,-32.8,544.4,544.4,544.4,1306.6,1306.6,1306.5600961538462
