Data Supplied By: National Livestock Reporting Service
Data source: National Livestock Reporting Service

Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/

Saleyard: Bairnsdale
Report Date: 24/07/2024
Comparison Date: 17/07/2024
Total Yarding: 381 (+225)
Commentary
"There were approximately 320 export and 60 young cattle penned representing an increase of 220 head week-on-week. There was a larger field of buyers operating in a dearer market. Quality improved with a few more grown steers and bullocks and a better selection of finished heifers. Trade cattle sold to stronger competition. Grown steers and bullocks lifted 20c/kg. Cows sold 15c to 30c/kg dearer on most sales as the better shaped heavy beef cows declined in quality. Heavy bulls lifted 23c/kg. 

A couple of trade steers reached 380c/kg. Yearling heifers to the trade sold from 320c to 350c/kg. Grown steers and bullocks made between 340c and 380c/kg. Heavy grown heifers sold between 332c and 340c/kg. Heavy Friesian manufacturing steers made from 257c to 260c/kg. Most light and medium weight cows sold from 160c to 307c/kg. Heavy weight cows made mostly between 180c and 330c/kg. Heavy bulls sold between 230c and 279c/kg. 

Market reporter: Brendan Fletcher."
Grown Steer,500-600,Processor,C,3,1,-7,370.0,370.0,370,20.0,672.7,672.7,672.7,2127.5,2127.5,2127.5
Grown Steer,500-600,Processor,D,3,3,NQ,348.0,348.0,348,NQ,644.4,644.4,644.4,2001.0,2001.0,2001
Grown Steer,600-750,Processor,C,4,5,NQ,365.0,380.0,371,NQ,651.8,678.6,662.5,2372.5,2565.0,2449.5
Grown Heifer,0-540,Processor,D,3,1,NQ,310.0,310.0,310,NQ,574.1,574.1,574.1,1550.0,1550.0,1550
Grown Heifer,540+,Processor,D,3,10,NQ,332.0,340.0,336,NQ,614.8,629.6,622.2,1870.0,1992.0,1931
Grown Heifer,540+,Processor,D,4,2,-1,320.0,320.0,320,NC,615.4,615.4,615.4,1840.0,1840.0,1840
Cows,0-400,Dairy,E,1,13,12,132.0,160.0,153.53846153846155,-16.5,330.0,381.0,369.2,475.2,608.0,577.3538536658654
Cows,0-400,Processor,D,1,1,NQ,210.0,210.0,210,NQ,466.7,466.7,466.7,840.0,840.0,840
Cows,0-400,Processor,D,2,2,1,260.0,260.0,260,46.0,553.2,553.2,553.2,936.0,936.0,936
Cows,0-400,Processor,E,1,13,11,180.0,204.0,187.3846153846154,7.4,450.0,510.0,468.5,666.0,734.4,689.1230844350962
Cows,0-400,Restocker,D,1,4,-3,240.0,274.0,265.5,48.4,545.5,608.9,593.0,840.0,986.4,949.800048828125
Cows,0-400,Restocker,E,1,6,-2,160.0,240.0,204.66666666666666,40.7,400.0,600.0,500.0,528.0,960.0,760.7999674479166
Cows,400-520,Dairy,E,1,24,16,160.0,215.0,199.79166666666666,35.0,400.0,511.9,477.3,680.0,1075.0,977.0833333333334
Cows,400-520,Processor,D,1,10,NQ,185.0,235.0,214.5,NQ,411.1,522.2,475.6,786.3,1035.0,917.375
Cows,400-520,Processor,D,2,43,40,240.0,307.0,284.04651162790697,20.7,510.6,653.2,603.7,1080.0,1535.0,1309.0232331031978
Cows,400-520,Processor,E,1,14,10,160.0,226.0,205.07142857142858,10.1,381.0,513.6,477.8,720.0,1073.5,928.5535714285714
Cows,400-520,Restocker,D,1,20,18,228.0,270.0,247.2,17.2,506.7,600.0,549.3,1020.0,1282.5,1132.8
Cows,400-520,Restocker,D,2,3,-1,240.0,280.0,256.6666666666667,1.7,510.6,595.7,546.1,1080.0,1190.0,1131.6666666666667
Cows,400-520,Restocker,E,1,4,NQ,180.0,240.0,210,NQ,428.6,545.5,487.0,792.0,1020.0,906
Cows,520+,Dairy,D,1,4,-7,180.0,180.0,180,-48.0,409.1,409.1,409.1,972.0,972.0,972
Cows,520+,Dairy,E,1,28,25,199.0,234.0,220.71428571428572,28.7,452.3,531.8,509.1,1114.4,1310.4,1222.1143624441963
Cows,520+,Processor,D,2,18,6,300.0,313.0,309,49.3,625.0,652.1,640.8,1721.5,1875.0,1800.9722222222222
Cows,520+,Processor,D,3,12,-3,317.0,324.0,321.75,14.8,640.0,661.2,649.0,1822.8,1863.0,1850.0625
Cows,520+,Processor,D,4,12,NC,322.0,330.0,324,-14.0,644.0,660.0,648.0,1803.2,1980.0,1911.7999674479167
Cows,520+,Restocker,D,2,3,NQ,302.0,302.0,302,NQ,629.2,629.2,629.2,1585.5,1585.5,1585.5
Bulls,0-450,Processor,C,2,2,NC,220.0,240.0,230,30.0,407.4,444.4,425.9,990.0,1020.0,1005
Bulls,450-600,Dairy,D,1,1,NQ,230.0,230.0,230,NQ,479.2,479.2,479.2,1380.0,1380.0,1380
Bulls,450-600,Processor,C,2,5,2,228.0,270.0,244.2,16.9,422.2,482.1,445.3,1254.0,1620.0,1370.1
Bulls,600+,Processor,C,1,3,NQ,230.0,252.0,240.66666666666666,NQ,434.0,475.5,454.1,1495.0,1638.0,1564.3333333333333
Bulls,600+,Processor,C,2,8,4,258.0,279.0,267.25,23.3,460.7,498.2,477.2,1677.0,2295.0,2023.8125
Bulls,600+,Processor,D,1,1,NQ,238.0,238.0,238,NQ,476.0,476.0,476.0,1547.0,1547.0,1547
