Data Supplied By: National Livestock Reporting Service
Data source: National Livestock Reporting Service

Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/

Saleyard: Bairnsdale
Report Date: 19/02/2025
Comparison Date: 12/02/2025
Total Yarding: 297 (+70)
Commentary
"There were approximately 250 export and 50 young cattle penned representing an increase of 70 head week-on-week. The usual buying group was present and operating in a dearer market. Quality improved with a few more prime cattle and a smaller proportion of cows. Young cattle sold up to 40c/kg dearer with stronger competition from processors for lots with finish and more demand from locals for secondary lines. Grown cattle lifted 20c to 35c/kg. Cows sold 30c to 40c/kg dearer. Heavy bulls gained 5c to 15c/kg. 

A couple of vealers sold from 296c to 344c/kg. Yearling trade steers made between 340c and 363c/kg. Yearling heifers to the trade sold between 320c and 333c with a few pens to local restockers between 312c and 348c/kg. Manufacturing steers made from 285c to 360c/kg. Most light and medium weight cows sold from 240c to 270c/kg. Heavy weight cows made mostly between 260c and 332c/kg. Heavy bulls sold between 280c and 330c/kg. 

Market reporter: Brendan Fletcher."
Manufacturing Steer,540+,Processor,D,3,14,1,356.0,360.0,357.7142857142857,36.6,654.5,659.3,657.2,2403.0,2790.0,2568.8571428571427
Grown Steer,500-600,Processor,C,3,1,NQ,360.0,360.0,360,NQ,654.5,654.5,654.5,2016.0,2016.0,2016
Grown Steer,600-750,Processor,C,2,1,NQ,350.0,350.0,350,NQ,648.1,648.1,648.1,2275.0,2275.0,2275
Grown Heifer,540+,Processor,D,3,2,NQ,336.0,336.0,336,NQ,646.2,646.2,646.2,1948.8,1948.8,1948.800048828125
Cows,0-400,Dairy,E,1,11,NQ,140.0,220.0,192.72727272727272,NQ,368.4,578.9,487.8,420.0,798.0,618.7272727272727
Cows,0-400,Processor,E,1,4,NQ,226.0,250.0,232,NQ,538.1,568.2,545.6,847.5,950.0,873.125
Cows,0-400,Restocker,E,1,1,-1,240.0,240.0,240,86.0,571.4,571.4,571.4,960.0,960.0,960
Cows,400-520,Dairy,E,1,6,NQ,244.0,244.0,244,NQ,581.0,581.0,581.0,1122.4,1122.4,1122.4000651041667
Cows,400-520,Dairy,E,2,3,NQ,265.0,265.0,265,NQ,602.3,602.3,602.3,1126.3,1126.3,1126.25
Cows,400-520,Processor,D,1,25,17,270.0,270.0,270,44.8,600.0,600.0,600.0,1350.0,1350.0,1350
Cows,400-520,Processor,E,1,16,-2,240.0,244.0,241.125,40.9,550.0,581.0,565.9,1056.0,1220.0,1109.5
Cows,400-520,Restocker,D,1,33,NQ,266.0,270.0,268.90909090909093,NQ,591.1,600.0,597.6,1223.6,1282.5,1266.4363458806818
Cows,520+,Dairy,D,1,2,NQ,260.0,260.0,260,NQ,565.2,565.2,565.2,1495.0,1495.0,1495
Cows,520+,Dairy,D,2,2,-10,272.0,272.0,272,21.3,566.7,566.7,566.7,1768.0,1768.0,1768
Cows,520+,Processor,D,1,3,-2,273.0,282.0,276,34.0,593.5,613.0,600.0,1433.3,1522.8,1463.1000162760417
Cows,520+,Processor,D,2,28,-14,296.0,320.0,305.92857142857144,36.8,616.7,662.5,636.4,1680.0,2067.0,1845.5892857142858
Cows,520+,Processor,D,3,27,11,315.0,332.0,317.25925925925924,33.9,638.0,655.1,645.1,1732.5,2086.5,1962.5555555555557
Cows,520+,Processor,D,4,11,1,330.0,332.0,330.72727272727275,39.9,638.5,660.0,652.2,1980.0,2158.0,2044.7272727272727
Cows,520+,Processor,E,1,2,NQ,244.0,244.0,244,NQ,581.0,581.0,581.0,1342.0,1342.0,1342
Bulls,450-600,Processor,C,1,1,NQ,250.0,250.0,250,NQ,480.8,480.8,480.8,1250.0,1250.0,1250
Bulls,450-600,Processor,C,2,1,NQ,274.0,274.0,274,NQ,507.4,507.4,507.4,1507.0,1507.0,1507
Bulls,600+,Processor,B,2,3,1,325.0,330.0,328,15.0,541.7,550.0,546.7,2805.0,3290.0,3060.8333333333335
Bulls,600+,Processor,C,1,1,NC,270.0,270.0,270,-10.0,509.4,509.4,509.4,1755.0,1755.0,1755
Bulls,600+,Processor,C,2,8,4,280.0,314.0,299,6.8,517.9,560.7,533.9,1820.0,2584.0,2358.4375
Bulls,600+,Processor,C,3,4,3,302.0,315.0,308,16.0,520.7,543.1,531.0,2567.0,3150.0,2928
