Data Supplied By: National Livestock Reporting Service
Data source: National Livestock Reporting Service

Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/

Saleyard: Bairnsdale
Report Date: 03/07/2024
Comparison Date: 20/06/2024
Total Yarding: 212 (-372)
Commentary
"There were approximately 180 export and 30 young cattle penned representing a decrease of 370 head from the sale of a fortnight ago. The regular buyers were present and operating in a dearer market. Quality was plain with very few prime cattle and a large proportion of cows. The young and grown cattle were mostly lacking finish and sold a little dearer. Cows kicked up 30c to 60c/kg regaining the losses of last sale. 

Vealers sold from 284c to 320c/kg. A few yearling heifers suited to the trade made between 300c and 330c/kg. A sprinkling of grown steers and bullocks sold between 261c and 310c/kg. Grown heifers with finish made from 280c to 330c/kg. Most light and medium weight cows sold from 127c to 240c/kg. Heavy weight cows made mostly between 210c and 272c/kg. Heavy bulls sold between 210c and 245c/kg. 

Market reporter: Brendan Fletcher."
Grown Steer,600-750,Processor,D,4,2,NQ,261.0,261.0,261,NQ,483.3,483.3,483.3,1847.9,1847.9,1847.8800048828125
Grown Heifer,0-540,Processor,D,2,2,-1,240.0,257.0,248.5,25.8,494.2,500.0,497.1,1236.0,1285.0,1260.5
Grown Heifer,0-540,Processor,D,3,4,NC,280.0,330.0,317.5,52.5,518.5,611.1,588.0,1372.0,1749.0,1654.75
Grown Heifer,0-540,Restocker,D,2,5,-30,236.0,277.0,260.6,75.2,453.8,532.7,501.2,1026.6,1481.9,1299.809912109375
Grown Heifer,540+,Processor,D,1,2,NQ,205.0,205.0,205,NQ,445.7,445.7,445.7,1240.3,1240.3,1240.25
Grown Heifer,540+,Processor,D,2,4,NQ,292.0,292.0,292,NQ,561.5,561.5,561.5,1591.4,1591.4,1591.4000244140625
Cows,0-400,Restocker,D,1,1,-3,180.0,180.0,180,84.5,409.1,409.1,409.1,702.0,702.0,702
Cows,0-400,Restocker,E,1,12,7,164.0,164.0,164,73.6,390.5,390.5,390.5,557.6,557.6,557.5999755859375
Cows,400-520,Dairy,E,1,1,-19,127.0,127.0,127,37.5,317.5,317.5,317.5,546.1,546.1,546.0999755859375
Cows,400-520,Processor,D,1,19,1,205.0,217.0,214.89473684210526,61.3,455.6,482.2,477.0,912.3,1111.0,1079.4174097964637
Cows,400-520,Processor,E,1,7,-33,107.0,155.0,128.14285714285714,-1.5,254.8,369.0,308.8,459.0,733.2,598.1071690150669
Cows,400-520,Restocker,D,1,4,NC,200.0,208.0,206,84.5,444.4,462.2,457.8,846.6,870.0,852.4199829101562
Cows,400-520,Restocker,D,2,7,3,240.0,240.0,240,87.3,510.6,510.6,510.6,1245.6,1245.6,1245.6000279017858
Cows,400-520,Restocker,E,1,13,-69,162.0,220.0,184.30769230769232,51.7,385.7,500.0,429.7,656.1,959.2,772.6769080528846
Cows,520+,Dairy,D,1,8,-1,210.0,215.0,212.5,52.5,456.5,467.4,462.0,1161.0,1434.3,1297.6500244140625
Cows,520+,Dairy,D,2,13,7,220.0,220.0,220,24.0,458.3,468.1,467.3,1432.2,1529.0,1439.6460336538462
Cows,520+,Dairy,E,1,16,10,180.0,195.0,189.9375,64.1,400.0,443.2,429.4,1044.0,1212.6,1090.546875
Cows,520+,Processor,D,1,12,1,210.0,230.0,219.58333333333334,53.2,456.5,500.0,477.4,1165.3,1363.9,1238.5167236328125
Cows,520+,Processor,D,2,2,-36,260.0,260.0,260,47.8,541.7,541.7,541.7,1619.8,1619.8,1619.800048828125
Cows,520+,Processor,D,3,16,-6,265.0,273.0,267.5,35.7,540.8,557.1,545.9,1420.4,1471.5,1436.359375
Cows,520+,Processor,D,4,9,-26,270.0,272.0,271.3333333333333,30.5,540.0,544.0,542.7,1728.0,1972.0,1896.6666666666667
Cows,520+,Processor,D,5,4,NQ,247.0,247.0,247,NQ,494.0,494.0,494.0,1736.4,1736.4,1736.4100341796875
Cows,520+,Processor,E,1,1,-1,190.0,190.0,190,62.0,431.8,431.8,431.8,1026.0,1026.0,1026
Bulls,600+,Dairy,D,2,2,NQ,210.0,222.0,216,NQ,403.8,418.9,411.4,2047.5,2231.1,2139.300048828125
Bulls,600+,Processor,C,2,2,-4,240.0,245.0,242.5,23.8,428.6,445.5,437.0,1992.0,2156.0,2074
