Data Supplied By: National Livestock Reporting Service
Data source: National Livestock Reporting Service

Please see terms of use here: https://www.mla.com.au/general/Terms-and-conditions/data-and-information/

Saleyard: Bairnsdale
Report Date: 27/11/2024
Comparison Date: 20/11/2024
Total Yarding: 246 (-41)
Commentary
"There were approximately 210 export and 40 young cattle penned representing a decrease of 40 head week-on-week. The usual buying group was present and operating in a cheaper market in places. Quality was again limited with cows representing over half of the sale. A handful of trade steers sold firm while heifers eased 20c/kg. Grown steers and bullocks sold firm. Light and medium weight cows sold to stronger demand from restockers while heavy beef cows eased 5c to 13c/kg. Heavy bulls slipped 30c/kg. 

Yearling trade steers sold from 321c to 340c/kg. Yearling heifers suited to the trade made between 270c and 290c/kg. Grown steers and bullocks sold between 320c and 322c/kg. Most light and medium weight cows made from 189c to 242c/kg. Heavy weight cows sold mostly from 190c to 276c/kg. Heavy bulls made between 220c and 267c/kg. 

Market reporter: Brendan Fletcher."
Grown Heifer,0-540,Processor,D,3,3,NQ,280.0,288.0,285.3333333333333,NQ,538.5,553.8,548.7,1400.0,1555.2,1503.4666341145833
Grown Heifer,540+,Processor,C,3,5,NQ,310.0,310.0,310,NQ,574.1,574.1,574.1,1705.0,1705.0,1705
Grown Heifer,540+,Processor,D,2,2,NQ,232.0,252.0,242,NQ,483.3,504.0,493.7,1334.0,1449.0,1391.5
Grown Heifer,540+,Processor,D,3,1,-4,275.0,275.0,275,-39.8,528.8,528.8,528.8,1512.5,1512.5,1512.5
Grown Heifer,540+,Processor,D,4,5,-1,272.0,284.0,281.6,-19.7,523.1,546.2,541.5,1704.0,1768.0,1716.8
Grown Heifer,540+,Restocker,D,2,2,NQ,274.0,274.0,274,NQ,548.0,548.0,548.0,1507.0,1507.0,1507
Cows,0-400,Dairy,D,1,1,NQ,180.0,180.0,180,NQ,409.1,409.1,409.1,675.0,675.0,675
Cows,0-400,Dairy,E,1,1,-1,192.0,192.0,192,3.0,457.1,457.1,457.1,729.6,729.6,729.5999755859375
Cows,0-400,Dairy,E,2,7,6,160.0,202.0,172,-38.0,363.6,459.1,390.9,560.0,808.0,630.8571428571429
Cows,0-400,Restocker,D,1,1,NQ,209.0,209.0,209,NQ,475.0,475.0,475.0,783.8,783.8,783.75
Cows,400-520,Processor,D,2,16,13,215.0,242.0,224,-26.3,457.4,504.2,475.9,967.5,1210.0,1038.6937866210938
Cows,400-520,Processor,D,3,1,NQ,242.0,242.0,242,NQ,493.9,493.9,493.9,1210.0,1210.0,1210
Cows,400-520,Restocker,D,1,16,14,210.0,234.0,221,23.0,477.3,520.0,495.8,892.5,1150.0,971.53125
Cows,400-520,Restocker,D,2,13,10,234.0,235.0,234.23076923076923,-1.8,497.9,500.0,498.4,1034.0,1170.0,1138.6153846153845
Cows,400-520,Restocker,E,1,8,NQ,189.0,192.0,190.875,NQ,429.5,457.1,446.8,907.2,960.0,940.2000122070312
Cows,520+,Dairy,D,1,2,-6,212.0,212.0,212,-19.5,460.9,460.9,460.9,1166.0,1166.0,1166
Cows,520+,Dairy,D,2,2,-1,236.0,240.0,238,-20.0,510.6,513.0,511.8,1274.4,1440.0,1357.2000122070312
Cows,520+,Dairy,E,1,1,-11,201.0,201.0,201,-7.2,456.8,456.8,456.8,1155.8,1155.8,1155.75
Cows,520+,Dairy,E,2,7,5,225.0,225.0,225,-2.0,489.1,500.0,495.3,1260.0,1462.5,1346.7857142857142
Cows,520+,Processor,D,1,2,NC,190.0,190.0,190,-25.0,413.0,413.0,413.0,1064.0,1064.0,1064
Cows,520+,Processor,D,2,26,9,230.0,256.0,244,-13.0,479.2,522.4,508.6,1244.3,1440.0,1351.0538236177886
Cows,520+,Processor,D,3,9,-6,250.0,272.0,263.3333333333333,-2.3,510.2,544.0,527.8,1350.0,1518.0,1496.888888888889
Cows,520+,Processor,D,4,13,-11,260.0,276.0,265.53846153846155,-5.4,509.6,534.0,523.2,1531.2,1794.0,1670.8230731670674
Bulls,0-450,Processor,C,2,1,-2,220.0,220.0,220,-60.0,407.4,407.4,407.4,825.0,825.0,825
Bulls,0-450,Processor,D,2,4,NQ,180.0,184.0,182,NQ,346.2,353.8,350.0,675.0,699.2,687.1000061035156
Bulls,450-600,Dairy,D,2,2,NQ,210.0,210.0,210,NQ,437.5,437.5,437.5,1260.0,1260.0,1260
Bulls,450-600,Processor,C,1,1,NQ,180.0,180.0,180,NQ,346.2,346.2,346.2,1080.0,1080.0,1080
Bulls,450-600,Processor,C,2,2,-6,160.0,230.0,195,-62.5,296.3,410.7,353.5,768.0,1322.5,1045.25
Bulls,450-600,Processor,D,2,2,NQ,214.0,230.0,222,NQ,411.5,442.3,426.9,1230.5,1380.0,1305.25
Bulls,450-600,Restocker,C,2,3,NQ,240.0,350.0,296.6666666666667,NQ,436.4,625.0,535.6,1320.0,2100.0,1740
Bulls,600+,Processor,C,2,6,2,220.0,245.0,236.5,-33.0,392.9,437.5,424.9,1560.0,1960.0,1770.4166666666667
Bulls,600+,Processor,C,3,4,2,255.0,267.0,259.25,-26.8,443.1,468.4,452.9,2313.0,2536.5,2398.5
